counterexample_type,seed,candidate_id,candidate_group,layer,head,family,heldout_family_type,example_id,token_domain,sequence_length_bucket,intervention,position_label,effect_size,effect_size_status,true_expected_next_token,wrong_or_control_token,clean_prompt,corrupt_prompt
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,final,0.6247593408836396,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_zero_ablation,previous_occurrence,0.4657174537851749,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_mean_ablation,final,0.2703439588625034,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
strongest_positive_success,20,heldout_cand_003,replicated_candidate,7,0,char_word_short,positive,char_word_short_0003,word,short,head_mean_ablation,final,0.2413360608006211,ok, north, south,south east west north south east west,south east west north west east south
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_word_short,positive,char_word_short_0002,word,short,head_mean_ablation,final,0.1812103384946172,ok, north, south,south east west north south east west,south east west north west east south
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_mean_ablation,previous_occurrence,0.180981172044375,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_clean_to_corrupt_patch,final,0.1692971374666939,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_success,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_mean_ablation,final,0.1281933878735388,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_failure,20,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0005,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
strongest_positive_failure,22,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0001,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
strongest_positive_failure,20,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0007,symbolic,medium,head_zero_ablation,final,-0.101098492350648,ok, red, blue,blue green black white red blue green black white blue white,blue green black white red white black green blue
strongest_positive_failure,22,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0001,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
strongest_positive_failure,20,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0010,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
strongest_positive_failure,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.0668053157392441,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
strongest_positive_failure,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_zero_ablation,previous_occurrence,-0.0640535848212251,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
strongest_positive_failure,20,heldout_cand_003,replicated_candidate,7,0,char_number_short,positive,char_number_short_0001,number,short,head_zero_ablation,final,-0.0638097868884225,ok, twelve, thirteen,thirteen ten eleven twelve thirteen ten eleven,thirteen ten eleven twelve eleven ten thirteen
control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0003,symbolic,short,head_clean_to_corrupt_patch,final,0.5277449707665127,ok, Q, R,K L M J K L M,R N P Q P N R
control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0003,symbolic,short,head_zero_ablation,final,0.4286341763379567,ok, Q, R,K L M J K L M,R N P Q P N R
control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0003,symbolic,short,head_mean_ablation,final,0.4276385784423773,ok, Q, R,K L M J K L M,R N P Q P N R
control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0000,symbolic,short,head_clean_to_corrupt_patch,final,0.250482102617438,ok, J, K,R N P Q R N P,K L M J M L K
control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0000,symbolic,short,head_mean_ablation,final,0.2083929190500953,ok, J, K,R N P Q R N P,K L M J M L K
control_moved,21,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0008,symbolic,short,head_zero_ablation,final,0.0999107660848684,ok, B, C,P Q R N P Q R,C D A B A D C
control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_reversed_control,control,char_reversed_control_0005,symbolic,short,head_zero_ablation,final,0.0508808161283081,ok, H, E,B C D A B C D,E F G H G F E
control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0007,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,ok, K, L,G H E F G H E,L M J K L M J
wrong_target_control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0007,symbolic,short,head_clean_to_corrupt_patch,final,0.039565667829895,ok, K, L,G H E F G H E,L M J K L M J
wrong_target_control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0009,symbolic,short,head_clean_to_corrupt_patch,final,0.0310437276512204,ok, F, G,D A B C D A B,G H E F G H E
wrong_target_control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0011,symbolic,short,head_clean_to_corrupt_patch,final,0.0294802841794303,ok, R, N,M J K L M J K,N P Q R N P Q
wrong_target_control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0005,symbolic,short,head_clean_to_corrupt_patch,final,0.0280920231484403,ok, K, L,J K L M J K L,L M J K L M J
wrong_target_control_moved,21,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0002,symbolic,short,head_clean_to_corrupt_patch,final,0.0239660816784574,ok, G, H,F G H E F G H,H E F G H E F
wrong_target_control_moved,22,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0007,symbolic,short,head_clean_to_corrupt_patch,final,0.0105638985931349,ok, C, D,A B C D A B C,D A B C D A B
wrong_target_control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0011,symbolic,short,head_mean_ablation,final,0.0045848630136261,ok, R, N,M J K L M J K,N P Q R N P Q
wrong_target_control_moved,20,heldout_cand_003,replicated_candidate,7,0,char_target_swap_control,control,char_target_swap_control_0004,symbolic,short,head_clean_to_corrupt_patch,final,0.0040431932020794,ok, L, M,J K L M J K L,M J K L M J K
token_domain_or_length_failure,20,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0010,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
token_domain_or_length_failure,22,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0001,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
token_domain_or_length_failure,20,heldout_cand_003,replicated_candidate,7,0,char_number_short,positive,char_number_short_0001,number,short,head_zero_ablation,final,-0.0638097868884225,ok, twelve, thirteen,thirteen ten eleven twelve thirteen ten eleven,thirteen ten eleven twelve eleven ten thirteen
token_domain_or_length_failure,21,heldout_cand_003,replicated_candidate,7,0,char_number_short,positive,char_number_short_0003,number,short,head_zero_ablation,final,-0.0407495453910432,ok, seven, nine,nine three five seven nine three five,nine three five seven five three nine
token_domain_or_length_failure,20,heldout_cand_003,replicated_candidate,7,0,char_word_long,positive,char_word_long_0004,word,long,head_zero_ablation,final,-0.0384033037154112,ok, red, blue,blue green yellow black white red blue green yellow black white,blue green yellow black white red white black yellow green blue
token_domain_or_length_failure,21,heldout_cand_003,replicated_candidate,7,0,char_word_long,positive,char_word_long_0011,word,long,head_zero_ablation,final,-0.0384033037154112,ok, red, blue,blue green yellow black white red blue green yellow black white,blue green yellow black white red white black yellow green blue
token_domain_or_length_failure,20,heldout_cand_003,replicated_candidate,7,0,char_number_short,positive,char_number_short_0001,number,short,head_clean_to_corrupt_patch,final,-0.0322395337299542,ok, twelve, thirteen,thirteen ten eleven twelve thirteen ten eleven,thirteen ten eleven twelve eleven ten thirteen
token_domain_or_length_failure,21,heldout_cand_003,replicated_candidate,7,0,char_symbolic_long,positive,char_symbolic_long_0009,symbolic,long,head_mean_ablation,final,-0.0281272354444642,ok, I, J,J K L G H I J K L G H,J K L G H I H G L K J
position_intervention_mismatch,20,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0005,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
position_intervention_mismatch,22,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0001,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,ok, horse, cat,cat dog bird fish horse cat dog bird fish cat fish,cat dog bird fish horse fish bird dog cat
position_intervention_mismatch,20,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0007,symbolic,medium,head_zero_ablation,final,-0.101098492350648,ok, red, blue,blue green black white red blue green black white blue white,blue green black white red white black green blue
position_intervention_mismatch,22,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0001,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
position_intervention_mismatch,20,heldout_cand_003,replicated_candidate,7,0,char_symbolic_short,positive,char_symbolic_short_0010,symbolic,short,head_zero_ablation,final,-0.087828681290821,ok, H, E,E F G H E F G,E F G H G F E
position_intervention_mismatch,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0000,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.0668053157392441,ok, Y, A,A B C X Y A B C X A X,A B C X Y X C B A
position_intervention_mismatch,21,heldout_cand_003,replicated_candidate,7,0,char_multi_distractor,positive,char_multi_distractor_0011,symbolic,medium,head_zero_ablation,previous_occurrence,-0.0640535848212251,ok, fish, horse,horse cat dog bird fish horse cat dog bird horse bird,horse cat dog bird fish bird dog cat horse
position_intervention_mismatch,20,heldout_cand_003,replicated_candidate,7,0,char_number_short,positive,char_number_short_0001,number,short,head_zero_ablation,final,-0.0638097868884225,ok, twelve, thirteen,thirteen ten eleven twelve thirteen ten eleven,thirteen ten eleven twelve eleven ten thirteen
