example_id,task,family,prompt,true_expected_next_token,wrong_or_control_token,expected_next_token,token_domain,sequence_length_bucket,should_show_induction_behavior,expected_behavior,control_rationale,true_token_id,control_token_id,validation_status,validation_error,metric_status,target_logit,control_logit,true_vs_control_logit_diff,target_probability,control_probability,probability_gap,target_rank,control_rank
calib_clean_repeat_symbolic_symbolic_short_00,induction_metric_calibration,calib_clean_repeat_symbolic,A B C D A B C, D, A, D,symbolic,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,360,317,ok,,ok,17.246410369873047,14.262436866760254,2.983973503112793,0.47056852496593915,0.023806724628119454,0.4467618003378197,1,5
calib_clean_repeat_format_variant_symbolic_short_00,induction_metric_calibration,calib_clean_repeat_format_variant,"A B C D
A B C", D, A, D,symbolic,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,360,317,ok,,ok,18.543184280395508,12.89277172088623,5.650412559509277,0.8681309305531857,0.0030524055523005324,0.8650785250008851,1,7
calib_wrong_target_same_prompt_symbolic_short_00,induction_metric_calibration,calib_wrong_target_same_prompt,A B C D A B C, A, D, A,symbolic,short,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,317,360,ok,,ok,14.262436866760254,17.246410369873047,-2.983973503112793,0.023806724628119454,0.47056852496593915,-0.4467618003378197,5,1
calib_target_swap_control_symbolic_short_00,induction_metric_calibration,calib_target_swap_control,A B C D A B C, B, D, B,symbolic,short,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,347,360,ok,,ok,12.98697280883789,17.246410369873047,-4.259437561035156,0.006649249759919064,0.47056852496593915,-0.4639192752060201,9,1
calib_same_token_frequency_control_symbolic_short_00,induction_metric_calibration,calib_same_token_frequency_control,A B C D C A B, D, A, D,symbolic,short,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,360,317,ok,,ok,16.190811157226562,13.498627662658691,2.692183494567871,0.25299316775982245,0.017135956734871553,0.23585721102495089,2,8
calib_reversed_order_control_symbolic_short_00,induction_metric_calibration,calib_reversed_order_control,A B C D C B A, D, A, D,symbolic,short,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,360,317,ok,,ok,17.371517181396484,13.92837142944336,3.443145751953125,0.32998946919865474,0.010547775561916694,0.319441693636738,1,9
calib_no_repeat_control_symbolic_short_00,induction_metric_calibration,calib_no_repeat_control,A B C D X Y Z, D, A, D,symbolic,short,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,360,317,ok,,ok,10.51028823852539,14.793599128723145,-4.283310890197754,0.0005221244033146287,0.03784358539810349,-0.037321460994788856,58,3
calib_frequency_trap_control_symbolic_short_00,induction_metric_calibration,calib_frequency_trap_control,A B C D D D D, D, A, D,symbolic,short,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,360,317,ok,,ok,14.983976364135742,14.133804321289062,0.8501720428466797,0.022939569602428076,0.009803027894642838,0.013136541707785238,2,5
calib_clean_repeat_symbolic_symbolic_medium_01,induction_metric_calibration,calib_clean_repeat_symbolic,E F G H I E F G H, I, E, I,symbolic,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,314,412,ok,,ok,19.447933197021484,15.598670959472656,3.849262237548828,0.8279922535155615,0.017632460697817303,0.8103597928177442,1,3
calib_clean_repeat_format_variant_symbolic_medium_01,induction_metric_calibration,calib_clean_repeat_format_variant,"E F G H I
E F G H", I, E, I,symbolic,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,314,412,ok,,ok,21.035072326660156,14.961956977844238,6.073115348815918,0.8817834497480672,0.0020316152274535188,0.8797518345206137,1,9
calib_wrong_target_same_prompt_symbolic_medium_01,induction_metric_calibration,calib_wrong_target_same_prompt,E F G H I E F G H, E, I, E,symbolic,medium,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,412,314,ok,,ok,15.598670959472656,19.447933197021484,-3.849262237548828,0.017632460697817303,0.8279922535155615,-0.8103597928177442,3,1
calib_target_swap_control_symbolic_medium_01,induction_metric_calibration,calib_target_swap_control,E F G H I E F G H, F, I, F,symbolic,medium,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,376,314,ok,,ok,13.575128555297852,19.447933197021484,-5.872804641723633,0.0023307710998290722,0.8279922535155615,-0.8256614824157325,15,1
calib_same_token_frequency_control_symbolic_medium_01,induction_metric_calibration,calib_same_token_frequency_control,E F G H I H E F, I, E, I,symbolic,medium,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,314,412,ok,,ok,14.289878845214844,14.539605140686035,-0.2497262954711914,0.02010177320254936,0.025804124040318697,-0.005702350837769338,5,3
calib_reversed_order_control_symbolic_medium_01,induction_metric_calibration,calib_reversed_order_control,E F G H I H G F E, I, E, I,symbolic,medium,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,314,412,ok,,ok,14.343863487243652,15.337577819824219,-0.9937143325805664,0.019151009712399292,0.05173164965968097,-0.03258063994728168,17,7
calib_no_repeat_control_symbolic_medium_01,induction_metric_calibration,calib_no_repeat_control,E F G H I J K L M, I, E, I,symbolic,medium,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,314,412,ok,,ok,19.16264533996582,15.47661304473877,3.686032295227051,3.0913697343885203e-06,7.750459742267023e-08,3.0138651369658503e-06,19,93
calib_frequency_trap_control_symbolic_medium_01,induction_metric_calibration,calib_frequency_trap_control,E F G H I I I I I, I, E, I,symbolic,medium,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,314,412,ok,,ok,17.299213409423828,11.837514877319336,5.461698532104492,0.7468508064981799,0.00317138026997086,0.743679426228209,1,11
calib_clean_repeat_symbolic_symbolic_long_02,induction_metric_calibration,calib_clean_repeat_symbolic,N P Q R S T N P Q R S, T, N, T,symbolic,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,309,399,ok,,ok,24.362926483154297,15.459827423095703,8.903099060058594,0.9919373356590944,0.00013487064778025951,0.9918024650113141,1,12
calib_clean_repeat_format_variant_symbolic_long_02,induction_metric_calibration,calib_clean_repeat_format_variant,"N P Q R S T
N P Q R S", T, N, T,symbolic,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,309,399,ok,,ok,28.483142852783203,17.99942970275879,10.483713150024414,0.9957868102646438,2.7870682160553314e-05,0.9957589395824832,1,26
calib_wrong_target_same_prompt_symbolic_long_02,induction_metric_calibration,calib_wrong_target_same_prompt,N P Q R S T N P Q R S, N, T, N,symbolic,long,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,399,309,ok,,ok,15.459827423095703,24.362926483154297,-8.903099060058594,0.00013487064778025951,0.9919373356590944,-0.9918024650113141,12,1
calib_target_swap_control_symbolic_long_02,induction_metric_calibration,calib_target_swap_control,N P Q R S T N P Q R S, P, T, P,symbolic,long,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,350,309,ok,,ok,17.76609992980957,24.362926483154297,-6.596826553344727,0.0013536888970478948,0.9919373356590944,-0.9905836467620465,2,1
calib_same_token_frequency_control_symbolic_long_02,induction_metric_calibration,calib_same_token_frequency_control,N P Q R S T S N P, T, N, T,symbolic,long,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,309,399,ok,,ok,14.104474067687988,12.293327331542969,1.8111467361450195,0.012988718724179648,0.002123221379722881,0.010865497344456767,2,8
calib_reversed_order_control_symbolic_long_02,induction_metric_calibration,calib_reversed_order_control,N P Q R S T S R Q P N, T, N, T,symbolic,long,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,309,399,ok,,ok,14.96998405456543,13.589668273925781,1.3803157806396484,0.049296439692407004,0.012398011298661167,0.03689842839374584,3,9
calib_no_repeat_control_symbolic_long_02,induction_metric_calibration,calib_no_repeat_control,N P Q R S T U V W X Y, T, N, T,symbolic,long,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,309,399,ok,,ok,11.067667007446289,10.800111770629883,0.26755523681640625,2.225539248995617e-05,1.7030895918326223e-05,5.224496571629949e-06,42,53
calib_frequency_trap_control_symbolic_long_02,induction_metric_calibration,calib_frequency_trap_control,N P Q R S T T T T T T, T, N, T,symbolic,long,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,309,399,ok,,ok,16.13611602783203,12.540050506591797,3.5960655212402344,0.49316450234860215,0.013528211873301239,0.47963629047530093,1,8
calib_clean_repeat_word_word_short_00,induction_metric_calibration,calib_clean_repeat_word,red blue green yellow red blue green, yellow, red, yellow,word,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,7872,2266,ok,,ok,13.781522750854492,13.240921020507812,0.5406017303466797,0.1749293227134625,0.10187843530629802,0.07305088740716449,1,4
calib_clean_repeat_format_variant_word_short_00,induction_metric_calibration,calib_clean_repeat_format_variant,"red blue green yellow
red blue green", yellow, red, yellow,word,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,7872,2266,ok,,ok,16.588253021240234,13.886977195739746,2.7012758255004883,0.6396448027542652,0.04293284716277629,0.5967119555914888,1,3
calib_wrong_target_same_prompt_word_short_00,induction_metric_calibration,calib_wrong_target_same_prompt,red blue green yellow red blue green, red, yellow, red,word,short,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,2266,7872,ok,,ok,13.240921020507812,13.781522750854492,-0.5406017303466797,0.10187843530629802,0.1749293227134625,-0.07305088740716449,4,1
calib_target_swap_control_word_short_00,induction_metric_calibration,calib_target_swap_control,red blue green yellow red blue green, blue, yellow, blue,word,short,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,4171,7872,ok,,ok,13.537174224853516,13.781522750854492,-0.24434852600097656,0.13700720232152067,0.1749293227134625,-0.037922120391941844,2,1
calib_same_token_frequency_control_word_short_00,induction_metric_calibration,calib_same_token_frequency_control,red blue green yellow green red blue, yellow, red, yellow,word,short,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,7872,2266,ok,,ok,13.761335372924805,13.435267448425293,0.3260679244995117,0.12446329647528968,0.08983215102958127,0.03463114544570842,3,4
calib_reversed_order_control_word_short_00,induction_metric_calibration,calib_reversed_order_control,red blue green yellow green blue red, yellow, red, yellow,word,short,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,7872,2266,ok,,ok,12.228547096252441,12.946868896484375,-0.7183218002319336,0.05552775048090635,0.11388676948767523,-0.05835901900676888,4,1
calib_no_repeat_control_word_short_00,induction_metric_calibration,calib_no_repeat_control,red blue green yellow black white gray, yellow, red, yellow,word,short,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,7872,2266,ok,,ok,12.663480758666992,11.86143970489502,0.8020410537719727,0.05279254633392721,0.023672853247978378,0.02911969308594883,3,7
calib_frequency_trap_control_word_short_00,induction_metric_calibration,calib_frequency_trap_control,red blue green yellow yellow yellow yellow, yellow, red, yellow,word,short,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,7872,2266,ok,,ok,13.290079116821289,12.760734558105469,0.5293445587158203,0.15605598780187446,0.09191555547866807,0.06414043232320639,1,2
calib_clean_repeat_word_word_medium_01,induction_metric_calibration,calib_clean_repeat_word,north south east west center north south east west, center, north, center,word,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,3641,5093,ok,,ok,14.189702987670898,12.042236328125,2.1474666595458984,0.23617180272447152,0.027580054771546576,0.20859174795292496,1,6
calib_clean_repeat_format_variant_word_medium_01,induction_metric_calibration,calib_clean_repeat_format_variant,"north south east west center
north south east west", center, north, center,word,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,3641,5093,ok,,ok,15.430991172790527,12.105498313903809,3.3254928588867188,0.4600480139996006,0.01654093145670771,0.4435070825428929,1,8
calib_wrong_target_same_prompt_word_medium_01,induction_metric_calibration,calib_wrong_target_same_prompt,north south east west center north south east west, north, center, north,word,medium,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,5093,3641,ok,,ok,12.042236328125,14.189702987670898,-2.1474666595458984,0.027580054771546576,0.23617180272447152,-0.20859174795292496,6,1
calib_target_swap_control_word_medium_01,induction_metric_calibration,calib_target_swap_control,north south east west center north south east west, south, center, south,word,medium,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,5366,3641,ok,,ok,12.57032299041748,14.189702987670898,-1.619379997253418,0.046767079250134826,0.23617180272447152,-0.1894047234743367,5,1
calib_same_token_frequency_control_word_medium_01,induction_metric_calibration,calib_same_token_frequency_control,north south east west center west north south, center, north, center,word,medium,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,3641,5093,ok,,ok,11.458958625793457,14.197850227355957,-2.7388916015625,0.0028748663668172383,0.04447369067850158,-0.04159882431168434,12,4
calib_reversed_order_control_word_medium_01,induction_metric_calibration,calib_reversed_order_control,north south east west center west east south north, center, north, center,word,medium,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,3641,5093,ok,,ok,10.941709518432617,14.877331733703613,-3.935622215270996,0.0011218596348159717,0.05743247511460419,-0.05631061547978822,15,4
calib_no_repeat_control_word_medium_01,induction_metric_calibration,calib_no_repeat_control,north south east west center left right up down, center, north, center,word,medium,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,3641,5093,ok,,ok,11.364974975585938,12.284420013427734,-0.9194450378417969,0.01530407811435355,0.0383810701861851,-0.02307699207183155,11,7
calib_frequency_trap_control_word_medium_01,induction_metric_calibration,calib_frequency_trap_control,north south east west center center center center center, center, north, center,word,medium,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,3641,5093,ok,,ok,15.391741752624512,11.947842597961426,3.443899154663086,0.654216986103603,0.02089562746327491,0.6333213586403281,1,4
calib_clean_repeat_word_word_long_02,induction_metric_calibration,calib_clean_repeat_word,cat dog bird fish horse cow cat dog bird fish horse, cow, cat, cow,word,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,9875,3797,ok,,ok,15.631126403808594,13.090852737426758,2.540273666381836,0.5311592211054601,0.04187915299955417,0.4892800681059059,1,4
calib_clean_repeat_format_variant_word_long_02,induction_metric_calibration,calib_clean_repeat_format_variant,"cat dog bird fish horse cow
cat dog bird fish horse", cow, cat, cow,word,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,9875,3797,ok,,ok,18.760818481445312,12.458683967590332,6.3021345138549805,0.9079192208203721,0.0016636615011813671,0.9062555593191908,1,9
calib_wrong_target_same_prompt_word_long_02,induction_metric_calibration,calib_wrong_target_same_prompt,cat dog bird fish horse cow cat dog bird fish horse, cat, cow, cat,word,long,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,3797,9875,ok,,ok,13.090852737426758,15.631126403808594,-2.540273666381836,0.04187915299955417,0.5311592211054601,-0.4892800681059059,4,1
calib_target_swap_control_word_long_02,induction_metric_calibration,calib_target_swap_control,cat dog bird fish horse cow cat dog bird fish horse, dog, cow, dog,word,long,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,3290,9875,ok,,ok,13.285776138305664,15.631126403808594,-2.3453502655029297,0.050892296290769044,0.5311592211054601,-0.4802669248146911,3,1
calib_same_token_frequency_control_word_long_02,induction_metric_calibration,calib_same_token_frequency_control,cat dog bird fish horse cow horse cat dog, cow, cat, cow,word,long,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,9875,3797,ok,,ok,10.763757705688477,13.083377838134766,-2.319620132446289,0.010810140303814067,0.10995868926178065,-0.09914854895796658,8,2
calib_reversed_order_control_word_long_02,induction_metric_calibration,calib_reversed_order_control,cat dog bird fish horse cow horse fish bird dog cat, cow, cat, cow,word,long,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,9875,3797,ok,,ok,10.175392150878906,13.071834564208984,-2.896442413330078,0.004163682599832811,0.07540264367135226,-0.07123896107151945,11,3
calib_no_repeat_control_word_long_02,induction_metric_calibration,calib_no_repeat_control,cat dog bird fish horse cow mouse lion tiger bear wolf, cow, cat, cow,word,long,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,9875,3797,ok,,ok,10.922977447509766,10.734871864318848,0.18810558319091797,0.007113379875143347,0.005893628881681648,0.0012197509934616987,19,25
calib_frequency_trap_control_word_long_02,induction_metric_calibration,calib_frequency_trap_control,cat dog bird fish horse cow cow cow cow cow cow, cow, cat, cow,word,long,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,9875,3797,ok,,ok,14.353002548217773,9.716924667358398,4.636077880859375,0.5250695563869446,0.005090890984490552,0.5199786654024541,1,9
calib_clean_repeat_number_number_short_00,induction_metric_calibration,calib_clean_repeat_number,one two three four one two three, four, one, four,number,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,1440,530,ok,,ok,17.886783599853516,14.909367561340332,2.9774160385131836,0.6874093223657011,0.03500580439469266,0.6524035179710084,1,4
calib_clean_repeat_format_variant_number_short_00,induction_metric_calibration,calib_clean_repeat_format_variant,"one two three four
one two three", four, one, four,number,short,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,1440,530,ok,,ok,19.929481506347656,14.263832092285156,5.6656494140625,0.8975997099476402,0.0031082964087346967,0.8944914135389055,1,9
calib_wrong_target_same_prompt_number_short_00,induction_metric_calibration,calib_wrong_target_same_prompt,one two three four one two three, one, four, one,number,short,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,530,1440,ok,,ok,14.909367561340332,17.886783599853516,-2.9774160385131836,0.03500580439469266,0.6874093223657011,-0.6524035179710084,4,1
calib_target_swap_control_number_short_00,induction_metric_calibration,calib_target_swap_control,one two three four one two three, two, four, two,number,short,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,734,1440,ok,,ok,15.510810852050781,17.886783599853516,-2.3759727478027344,0.06387686069144355,0.6874093223657011,-0.6235324616742575,3,1
calib_same_token_frequency_control_number_short_00,induction_metric_calibration,calib_same_token_frequency_control,one two three four three one two, four, one, four,number,short,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,1440,530,ok,,ok,14.793335914611816,14.319116592407227,0.47421932220458984,0.0483590511476918,0.030097258345751825,0.01826179280193998,3,4
calib_reversed_order_control_number_short_00,induction_metric_calibration,calib_reversed_order_control,one two three four three two one, four, one, four,number,short,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,1440,530,ok,,ok,13.035820007324219,13.639473915100098,-0.6036539077758789,0.07622663633180636,0.13940242129043873,-0.06317578495863237,4,2
calib_no_repeat_control_number_short_00,induction_metric_calibration,calib_no_repeat_control,one two three four five six seven, four, one, four,number,short,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,1440,530,ok,,ok,12.054665565490723,12.248276710510254,-0.19361114501953125,0.005732712513823704,0.006957359024509413,-0.0012246465106857092,9,8
calib_frequency_trap_control_number_short_00,induction_metric_calibration,calib_frequency_trap_control,one two three four four four four, four, one, four,number,short,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,1440,530,ok,,ok,14.14406967163086,12.497648239135742,1.6464214324951172,0.06483315072778476,0.012495837956121063,0.05233731277166369,2,7
calib_clean_repeat_number_number_medium_01,induction_metric_calibration,calib_clean_repeat_number,two four six eight ten two four six eight, ten, two, ten,number,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,3478,734,ok,,ok,17.780132293701172,13.373499870300293,4.406632423400879,0.616482802298465,0.007518735732204553,0.6089640665662605,1,12
calib_clean_repeat_format_variant_number_medium_01,induction_metric_calibration,calib_clean_repeat_format_variant,"two four six eight ten
two four six eight", ten, two, ten,number,medium,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,3478,734,ok,,ok,19.86342430114746,13.451056480407715,6.412367820739746,0.8090182879892271,0.0013277074083426876,0.8076905805808845,1,16
calib_wrong_target_same_prompt_number_medium_01,induction_metric_calibration,calib_wrong_target_same_prompt,two four six eight ten two four six eight, two, ten, two,number,medium,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,734,3478,ok,,ok,13.373499870300293,17.780132293701172,-4.406632423400879,0.007518735732204553,0.616482802298465,-0.6089640665662605,12,1
calib_target_swap_control_number_medium_01,induction_metric_calibration,calib_target_swap_control,two four six eight ten two four six eight, four, ten, four,number,medium,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,1440,3478,ok,,ok,13.584538459777832,17.780132293701172,-4.19559383392334,0.009285337959568084,0.616482802298465,-0.6071974643388969,10,1
calib_same_token_frequency_control_number_medium_01,induction_metric_calibration,calib_same_token_frequency_control,two four six eight ten eight two four, ten, two, ten,number,medium,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,3478,734,ok,,ok,13.23417854309082,14.942146301269531,-1.707967758178711,0.011163862789999719,0.0615992554354471,-0.050435392645447386,11,5
calib_reversed_order_control_number_medium_01,induction_metric_calibration,calib_reversed_order_control,two four six eight ten eight six four two, ten, two, ten,number,medium,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,3478,734,ok,,ok,12.372712135314941,16.12056541442871,-3.7478532791137695,0.005576030705996119,0.23659041974577738,-0.23101438903978125,11,2
calib_no_repeat_control_number_medium_01,induction_metric_calibration,calib_no_repeat_control,two four six eight ten one three five seven, ten, two, ten,number,medium,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,3478,734,ok,,ok,14.04832649230957,13.73869514465332,0.30963134765625,0.03828946897568648,0.02809364935654856,0.010195819619137923,6,9
calib_frequency_trap_control_number_medium_01,induction_metric_calibration,calib_frequency_trap_control,two four six eight ten ten ten ten ten, ten, two, ten,number,medium,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,3478,734,ok,,ok,14.911886215209961,11.59051513671875,3.321371078491211,0.27216835134509243,0.009826174917754152,0.26234217642733826,1,14
calib_clean_repeat_number_number_long_02,induction_metric_calibration,calib_clean_repeat_number,three six nine twelve fifteen eighteen three six nine twelve fifteen, eighteen, three, eighteen,number,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,29095,1115,ok,,ok,17.09410858154297,10.23927116394043,6.854837417602539,0.5708833220789286,0.0006019068568748954,0.5702814152220537,1,41
calib_clean_repeat_format_variant_number_long_02,induction_metric_calibration,calib_clean_repeat_format_variant,"three six nine twelve fifteen eighteen
three six nine twelve fifteen", eighteen, three, eighteen,number,long,True,high_true_vs_control_logit_diff,Positive repeated-prefix prompt.,29095,1115,ok,,ok,18.717060089111328,8.848963737487793,9.868096351623535,0.7589818643364398,3.931620639418848e-05,0.7589425481300456,1,134
calib_wrong_target_same_prompt_number_long_02,induction_metric_calibration,calib_wrong_target_same_prompt,three six nine twelve fifteen eighteen three six nine twelve fifteen, three, eighteen, three,number,long,False,low_true_vs_control_logit_diff,Same prompt but scored against a deliberately wrong target.,1115,29095,ok,,ok,10.23927116394043,17.09410858154297,-6.854837417602539,0.0006019068568748954,0.5708833220789286,-0.5702814152220537,41,1
calib_target_swap_control_number_long_02,induction_metric_calibration,calib_target_swap_control,three six nine twelve fifteen eighteen three six nine twelve fifteen, six, eighteen, six,number,long,False,low_true_vs_control_logit_diff,Same prompt with target swapped to another sequence token.,2237,29095,ok,,ok,12.818365097045898,17.09410858154297,-4.27574348449707,0.007936253913839205,0.5708833220789286,-0.5629470681650893,11,1
calib_same_token_frequency_control_number_long_02,induction_metric_calibration,calib_same_token_frequency_control,three six nine twelve fifteen eighteen fifteen three six, eighteen, three, eighteen,number,long,False,low_true_vs_control_logit_diff,Approximate token counts preserved without repeated-prefix structure.,29095,1115,ok,,ok,13.861151695251465,14.217567443847656,-0.3564157485961914,0.01788234630585567,0.02553958840802215,-0.007657242102166478,12,10
calib_reversed_order_control_number_long_02,induction_metric_calibration,calib_reversed_order_control,three six nine twelve fifteen eighteen fifteen twelve nine six three, eighteen, three, eighteen,number,long,False,low_true_vs_control_logit_diff,Repeated material appears in reversed order.,29095,1115,ok,,ok,12.825054168701172,14.623247146606445,-1.7981929779052734,0.011298628583060138,0.06822931641387935,-0.056930687830819206,14,5
calib_no_repeat_control_number_long_02,induction_metric_calibration,calib_no_repeat_control,three six nine twelve fifteen eighteen one two four five seven, eighteen, three, eighteen,number,long,False,low_true_vs_control_logit_diff,Same initial vocabulary followed by distractors and no repeated prefix.,29095,1115,ok,,ok,14.113747596740723,13.219511032104492,0.8942365646362305,0.016473279716087228,0.006736247993910852,0.009737031722176376,13,18
calib_frequency_trap_control_number_long_02,induction_metric_calibration,calib_frequency_trap_control,three six nine twelve fifteen eighteen eighteen eighteen eighteen eighteen eighteen, eighteen, three, eighteen,number,long,False,low_true_vs_control_logit_diff,Expected token frequency is high without the target induction structure.,29095,1115,ok,,ok,14.585786819458008,9.117645263671875,5.468141555786133,0.316159254497316,0.001333896690083241,0.3148253578072328,1,45
